Timestamp;out;out;target
3000;7.080112E+000;3.082045E+000;1.037840E-001
14000;7.080112E+000;3.082045E+000;1.037840E-001
27000;7.080112E+000;3.082045E+000;1.037840E-001
39000;7.080112E+000;3.082045E+000;1.037840E-001
50000;7.080112E+000;3.082045E+000;1.037840E-001
62000;7.080112E+000;3.082045E+000;1.037840E-001
74000;7.080112E+000;3.082045E+000;1.037840E-001
86000;7.080112E+000;3.082045E+000;1.037840E-001
98000;7.080112E+000;3.082045E+000;1.037840E-001
111000;7.080112E+000;3.082045E+000;1.037840E-001
122000;7.080112E+000;3.082045E+000;1.037840E-001
134000;7.080112E+000;3.082045E+000;1.037840E-001
145000;7.080112E+000;3.082045E+000;1.037840E-001
157000;7.080112E+000;3.082045E+000;1.037840E-001
168000;7.080112E+000;3.082045E+000;1.037840E-001
181000;7.080112E+000;3.082045E+000;1.037840E-001
193000;7.080112E+000;3.082045E+000;1.037840E-001
205000;7.080112E+000;3.082045E+000;1.037840E-001
217000;7.080112E+000;3.082045E+000;1.037840E-001
229000;7.080112E+000;3.082045E+000;1.037840E-001
241000;7.080112E+000;3.082045E+000;1.037840E-001
254000;7.080112E+000;3.082045E+000;1.037840E-001
267000;7.080112E+000;3.082045E+000;1.037840E-001
280000;7.080112E+000;3.082045E+000;1.037840E-001
293000;7.080112E+000;3.082045E+000;1.037840E-001
305000;7.080112E+000;3.082045E+000;1.037840E-001
317000;7.080112E+000;3.082045E+000;1.037840E-001
330000;7.080112E+000;3.082045E+000;1.037840E-001
342000;7.080112E+000;3.082045E+000;1.037840E-001
354000;7.080112E+000;3.082045E+000;1.037840E-001
367000;7.080112E+000;3.082045E+000;1.037840E-001
379000;7.080112E+000;3.082045E+000;1.037840E-001
391000;7.080112E+000;3.082045E+000;1.037840E-001
404000;7.080112E+000;3.082045E+000;1.037840E-001
415000;7.080112E+000;3.082045E+000;1.037840E-001
428000;7.080112E+000;3.082045E+000;1.037840E-001
440000;7.080112E+000;3.082045E+000;1.037840E-001
452000;7.080112E+000;3.082045E+000;1.037840E-001
465000;7.080112E+000;3.082045E+000;1.037840E-001
477000;7.080112E+000;3.082045E+000;1.037840E-001
489000;7.080112E+000;3.082045E+000;1.037840E-001
501000;7.080112E+000;3.082045E+000;1.037840E-001
513000;7.080112E+000;3.082045E+000;1.037840E-001
525000;7.080112E+000;3.082045E+000;1.037840E-001
537000;7.080112E+000;3.082045E+000;1.037840E-001
550000;7.080112E+000;3.082045E+000;1.037840E-001
562000;7.080112E+000;3.082045E+000;1.037840E-001
573000;7.080112E+000;3.082045E+000;1.037840E-001
585000;7.080112E+000;3.082045E+000;1.037840E-001
596000;7.080112E+000;3.082045E+000;1.037840E-001
608000;7.080112E+000;3.082045E+000;1.037840E-001
620000;7.080112E+000;3.082045E+000;1.037840E-001
632000;7.080112E+000;3.082045E+000;1.037840E-001
643000;7.080112E+000;3.082045E+000;1.037840E-001
656000;7.080112E+000;3.082045E+000;1.037840E-001
669000;7.080112E+000;3.082045E+000;1.037840E-001
681000;7.080112E+000;3.082045E+000;1.037840E-001
694000;7.080112E+000;3.082045E+000;1.037840E-001
706000;7.080112E+000;3.082045E+000;1.037840E-001
719000;7.080112E+000;3.082045E+000;1.037840E-001
732000;7.080112E+000;3.082045E+000;1.037840E-001
743000;7.080112E+000;3.082045E+000;1.037840E-001
755000;7.080112E+000;3.082045E+000;1.037840E-001
767000;7.080112E+000;3.082045E+000;1.037840E-001
778000;7.080112E+000;3.082045E+000;1.037840E-001
791000;7.080112E+000;3.082045E+000;1.037840E-001
802000;7.080112E+000;3.082045E+000;1.037840E-001
814000;7.080112E+000;3.082045E+000;1.037840E-001
827000;7.080112E+000;3.082045E+000;1.037840E-001
840000;7.080112E+000;3.082045E+000;1.037840E-001
852000;7.080112E+000;3.082045E+000;1.037840E-001
864000;7.080112E+000;3.082045E+000;1.037840E-001
877000;7.080112E+000;3.082045E+000;1.037840E-001
889000;7.080112E+000;3.082045E+000;1.037840E-001
901000;7.080112E+000;3.082045E+000;1.037840E-001
913000;7.080112E+000;3.082045E+000;1.037840E-001
926000;7.080112E+000;3.082045E+000;1.037840E-001
938000;7.080112E+000;3.082045E+000;1.037840E-001
950000;7.080112E+000;3.082045E+000;1.037840E-001
962000;7.080112E+000;3.082045E+000;1.037840E-001
974000;7.080112E+000;3.082045E+000;1.037840E-001
987000;7.080112E+000;3.082045E+000;1.037840E-001
1000000;7.080112E+000;3.082045E+000;1.037840E-001
1013000;7.080112E+000;3.082045E+000;1.037840E-001
1025000;7.080112E+000;3.082045E+000;1.037840E-001
1038000;7.080112E+000;3.082045E+000;1.037840E-001
1051000;7.080112E+000;3.082045E+000;1.037840E-001
1063000;7.080112E+000;3.082045E+000;1.037840E-001
1075000;7.080112E+000;3.082045E+000;1.037840E-001
1088000;7.080112E+000;3.082045E+000;1.037840E-001
1101000;7.080112E+000;3.082045E+000;1.037840E-001
1114000;7.080112E+000;3.082045E+000;1.037840E-001
1126000;7.080112E+000;3.082045E+000;1.037840E-001
1139000;7.080112E+000;3.082045E+000;1.037840E-001
1151000;7.080112E+000;3.082045E+000;1.037840E-001
1163000;7.080112E+000;3.082045E+000;1.037840E-001
1175000;7.080112E+000;3.082045E+000;1.037840E-001
1187000;7.080112E+000;3.082045E+000;1.037840E-001
1200000;7.080112E+000;3.082045E+000;1.037840E-001
1212000;7.080112E+000;3.082045E+000;1.037840E-001
1224000;7.080112E+000;3.082045E+000;1.037840E-001
1236000;7.080112E+000;3.082045E+000;1.037840E-001
1248000;7.080112E+000;3.082045E+000;1.037840E-001
1261000;7.080112E+000;3.082045E+000;1.037840E-001
1273000;7.080112E+000;3.082045E+000;1.037840E-001
1285000;7.080112E+000;3.082045E+000;1.037840E-001
1298000;7.080112E+000;3.082045E+000;1.037840E-001
1310000;7.080112E+000;3.082045E+000;1.037840E-001
1322000;7.080112E+000;3.082045E+000;1.037840E-001
1333000;7.080112E+000;3.082045E+000;1.037840E-001
1345000;7.080112E+000;3.082045E+000;1.037840E-001
1357000;7.080112E+000;3.082045E+000;1.037840E-001
1368000;7.080112E+000;3.082045E+000;1.037840E-001
1381000;7.080112E+000;3.082045E+000;1.037840E-001
1394000;7.080112E+000;3.082045E+000;1.037840E-001
1407000;7.080112E+000;3.082045E+000;1.037840E-001
1419000;7.080112E+000;3.082045E+000;1.037840E-001
1431000;7.080112E+000;3.082045E+000;1.037840E-001
1443000;7.080112E+000;3.082045E+000;1.037840E-001
1456000;7.080112E+000;3.082045E+000;1.037840E-001
1468000;7.080112E+000;3.082045E+000;1.037840E-001
1481000;7.080112E+000;3.082045E+000;1.037840E-001
1494000;7.080112E+000;3.082045E+000;1.037840E-001
1507000;7.080112E+000;3.082045E+000;1.037840E-001
1521000;7.080112E+000;3.082045E+000;1.037840E-001
1532000;7.080112E+000;3.082045E+000;1.037840E-001
1544000;7.080112E+000;3.082045E+000;1.037840E-001
1556000;7.080112E+000;3.082045E+000;1.037840E-001
1568000;7.080112E+000;3.082045E+000;1.037840E-001
1581000;7.080112E+000;3.082045E+000;1.037840E-001
1593000;7.080112E+000;3.082045E+000;1.037840E-001
1605000;7.080112E+000;3.082045E+000;1.037840E-001
1616000;7.080112E+000;3.082045E+000;1.037840E-001
1628000;7.080112E+000;3.082045E+000;1.037840E-001
1641000;7.080112E+000;3.082045E+000;1.037840E-001
1654000;7.080112E+000;3.082045E+000;1.037840E-001
1666000;7.080112E+000;3.082045E+000;1.037840E-001
1679000;7.080112E+000;3.082045E+000;1.037840E-001
1692000;7.080112E+000;3.082045E+000;1.037840E-001
1705000;7.080112E+000;3.082045E+000;1.037840E-001
1716000;7.080112E+000;3.082045E+000;1.037840E-001
1729000;7.080112E+000;3.082045E+000;1.037840E-001
1741000;7.080112E+000;3.082045E+000;1.037840E-001
1753000;7.080112E+000;3.082045E+000;1.037840E-001
1766000;7.080112E+000;3.082045E+000;1.037840E-001
1779000;7.080112E+000;3.082045E+000;1.037840E-001
1791000;7.080112E+000;3.082045E+000;1.037840E-001
1803000;7.080112E+000;3.082045E+000;1.037840E-001
1815000;7.080112E+000;3.082045E+000;1.037840E-001
1826000;7.080112E+000;3.082045E+000;1.037840E-001
1839000;7.080112E+000;3.082045E+000;1.037840E-001
1851000;7.080112E+000;3.082045E+000;1.037840E-001
1863000;7.080112E+000;3.082045E+000;1.037840E-001
1876000;7.080112E+000;3.082045E+000;1.037840E-001
1888000;7.080112E+000;3.082045E+000;1.037840E-001
1901000;7.080112E+000;3.082045E+000;1.037840E-001
1912000;7.080112E+000;3.082045E+000;1.037840E-001
1925000;7.080112E+000;3.082045E+000;1.037840E-001
1937000;7.080112E+000;3.082045E+000;1.037840E-001
1950000;7.080112E+000;3.082045E+000;1.037840E-001
1962000;7.080112E+000;3.082045E+000;1.037840E-001
1975000;7.080112E+000;3.082045E+000;1.037840E-001
1987000;7.080112E+000;3.082045E+000;1.037840E-001
1999000;7.080112E+000;3.082045E+000;1.037840E-001
2011000;7.080112E+000;3.082045E+000;1.037840E-001
2024000;7.080112E+000;3.082045E+000;1.037840E-001
