Timestamp;target;measure;target;measure
30000;1.510716E-003;0.000000E+000;0.000000E+000;4.738569E-006
45000;1.453853E-003;0.000000E+000;0.000000E+000;4.738569E-006
60000;1.396990E-003;0.000000E+000;0.000000E+000;4.738569E-006
75000;1.340127E-003;0.000000E+000;0.000000E+000;4.738569E-006
90000;1.283264E-003;0.000000E+000;0.000000E+000;4.738569E-006
106000;1.222610E-003;0.000000E+000;0.000000E+000;4.738569E-006
120000;1.169538E-003;3.926991E-002;0.000000E+000;4.738569E-006
136000;1.112676E-003;0.000000E+000;0.000000E+000;4.738569E-006
151000;1.052022E-003;0.000000E+000;0.000000E+000;4.738569E-006
167000;9.951591E-004;0.000000E+000;0.000000E+000;4.738569E-006
182000;9.345055E-004;0.000000E+000;0.000000E+000;4.738569E-006
198000;8.738518E-004;0.000000E+000;0.000000E+000;4.738569E-006
213000;8.169890E-004;0.000000E+000;0.000000E+000;4.738569E-006
229000;7.563353E-004;0.000000E+000;0.000000E+000;4.738569E-006
245000;6.956815E-004;0.000000E+000;0.000000E+000;4.738569E-006
260000;6.388187E-004;0.000000E+000;0.000000E+000;4.738569E-006
275000;5.819559E-004;0.000000E+000;0.000000E+000;4.738569E-006
290000;5.250931E-004;0.000000E+000;0.000000E+000;4.738569E-006
305000;4.682303E-004;0.000000E+000;0.000000E+000;4.738569E-006
321000;4.075766E-004;0.000000E+000;0.000000E+000;4.738569E-006
336000;3.507137E-004;0.000000E+000;0.000000E+000;4.738569E-006
351000;2.938509E-004;0.000000E+000;0.000000E+000;4.738569E-006
367000;2.331972E-004;0.000000E+000;0.000000E+000;4.738569E-006
382000;1.763344E-004;0.000000E+000;0.000000E+000;4.738569E-006
398000;1.156807E-004;0.000000E+000;0.000000E+000;4.738569E-006
413000;5.881785E-005;0.000000E+000;0.000000E+000;4.738569E-006
429000;-1.835811E-006;0.000000E+000;0.000000E+000;4.738569E-006
445000;-6.248950E-005;0.000000E+000;0.000000E+000;4.738569E-006
460000;-1.193523E-004;0.000000E+000;0.000000E+000;4.738569E-006
475000;-1.762152E-004;0.000000E+000;0.000000E+000;4.738569E-006
491000;-2.368689E-004;0.000000E+000;0.000000E+000;4.738569E-006
506000;-2.937317E-004;0.000000E+000;0.000000E+000;4.738569E-006
521000;-3.505945E-004;0.000000E+000;0.000000E+000;4.738569E-006
536000;-4.074574E-004;0.000000E+000;0.000000E+000;4.738569E-006
551000;-4.643202E-004;0.000000E+000;0.000000E+000;4.738569E-006
567000;-5.249738E-004;0.000000E+000;0.000000E+000;4.738569E-006
583000;-5.856276E-004;0.000000E+000;0.000000E+000;4.738569E-006
598000;-6.424904E-004;0.000000E+000;0.000000E+000;4.738569E-006
613000;-6.993532E-004;0.000000E+000;0.000000E+000;4.738569E-006
628000;-7.562161E-004;0.000000E+000;0.000000E+000;4.738569E-006
643000;-8.130789E-004;0.000000E+000;0.000000E+000;4.738569E-006
659000;-8.737326E-004;0.000000E+000;0.000000E+000;4.738569E-006
675000;-9.343863E-004;0.000000E+000;0.000000E+000;4.738569E-006
690000;-9.912491E-004;0.000000E+000;0.000000E+000;4.738569E-006
705000;-1.048112E-003;0.000000E+000;0.000000E+000;4.738569E-006
720000;-1.104975E-003;0.000000E+000;0.000000E+000;4.738569E-006
736000;-1.165628E-003;0.000000E+000;0.000000E+000;4.738569E-006
751000;-1.222491E-003;0.000000E+000;0.000000E+000;4.738569E-006
766000;-1.279354E-003;0.000000E+000;0.000000E+000;4.738569E-006
781000;-1.336217E-003;0.000000E+000;0.000000E+000;4.738569E-006
797000;-1.396871E-003;0.000000E+000;0.000000E+000;4.738569E-006
813000;-1.457524E-003;0.000000E+000;0.000000E+000;4.738569E-006
828000;-1.514387E-003;0.000000E+000;0.000000E+000;4.738569E-006
843000;-1.571250E-003;0.000000E+000;0.000000E+000;4.738569E-006
859000;-1.631904E-003;0.000000E+000;0.000000E+000;4.738569E-006
874000;-1.688767E-003;0.000000E+000;0.000000E+000;4.738569E-006
890000;-1.749420E-003;0.000000E+000;0.000000E+000;4.738569E-006
905000;-1.806283E-003;0.000000E+000;0.000000E+000;4.738569E-006
921000;-1.866937E-003;0.000000E+000;0.000000E+000;4.738569E-006
936000;-1.923800E-003;0.000000E+000;0.000000E+000;4.738569E-006
952000;-1.984453E-003;0.000000E+000;0.000000E+000;4.738569E-006
967000;-2.041316E-003;0.000000E+000;0.000000E+000;4.738569E-006
983000;-2.101970E-003;0.000000E+000;0.000000E+000;4.738569E-006
998000;-2.158833E-003;0.000000E+000;0.000000E+000;4.738569E-006
1013000;-2.215696E-003;0.000000E+000;0.000000E+000;4.738569E-006
1029000;-2.276349E-003;0.000000E+000;0.000000E+000;4.738569E-006
1044000;-2.333212E-003;0.000000E+000;0.000000E+000;4.738569E-006
1060000;-2.393865E-003;0.000000E+000;0.000000E+000;4.738569E-006
1076000;-2.450729E-003;0.000000E+000;0.000000E+000;4.738569E-006
1091000;-2.511382E-003;0.000000E+000;0.000000E+000;4.738569E-006
1107000;7.552266E-003;0.000000E+000;0.000000E+000;-9.113550E-005
1122000;8.645892E-003;0.000000E+000;0.000000E+000;-9.113550E-005
1137000;9.739518E-003;0.000000E+000;0.000000E+000;-9.113550E-005
1153000;-3.551757E-003;2.617994E-002;0.000000E+000;4.738569E-006
1169000;1.181293E-003;0.000000E+000;0.000000E+000;4.738569E-006
1185000;1.120639E-003;0.000000E+000;0.000000E+000;4.738569E-006
1201000;1.059985E-003;0.000000E+000;0.000000E+000;4.738569E-006
1217000;9.993315E-004;0.000000E+000;0.000000E+000;4.738569E-006
1232000;9.424686E-004;0.000000E+000;0.000000E+000;4.738569E-006
1247000;8.856058E-004;0.000000E+000;0.000000E+000;4.738569E-006
1263000;8.249521E-004;0.000000E+000;0.000000E+000;4.738569E-006
1278000;7.680893E-004;0.000000E+000;0.000000E+000;4.738569E-006
1294000;7.074357E-004;0.000000E+000;0.000000E+000;4.738569E-006
1310000;6.467820E-004;0.000000E+000;0.000000E+000;4.738569E-006
1326000;5.861282E-004;0.000000E+000;0.000000E+000;4.738569E-006
1342000;5.254745E-004;0.000000E+000;0.000000E+000;4.738569E-006
1358000;4.648209E-004;0.000000E+000;0.000000E+000;4.738569E-006
1374000;4.041672E-004;0.000000E+000;0.000000E+000;4.738569E-006
1389000;3.473043E-004;0.000000E+000;0.000000E+000;4.738569E-006
1405000;2.866507E-004;0.000000E+000;0.000000E+000;4.738569E-006
1420000;2.297878E-004;0.000000E+000;0.000000E+000;4.738569E-006
1435000;1.729250E-004;0.000000E+000;0.000000E+000;4.738569E-006
1450000;1.160622E-004;0.000000E+000;0.000000E+000;4.738569E-006
1465000;5.919934E-005;0.000000E+000;0.000000E+000;4.738569E-006
1480000;2.336514E-006;0.000000E+000;0.000000E+000;4.738569E-006
1496000;-5.831718E-005;0.000000E+000;0.000000E+000;4.738569E-006
1511000;-1.151800E-004;0.000000E+000;0.000000E+000;4.738569E-006
1527000;-1.758337E-004;0.000000E+000;0.000000E+000;4.738569E-006
1543000;-2.364874E-004;0.000000E+000;0.000000E+000;4.738569E-006
1559000;-2.971411E-004;0.000000E+000;0.000000E+000;4.738569E-006
1574000;-3.540039E-004;0.000000E+000;0.000000E+000;4.738569E-006
1590000;-4.108667E-004;0.000000E+000;0.000000E+000;4.738569E-006
1605000;-4.715204E-004;0.000000E+000;0.000000E+000;4.738569E-006
1620000;-5.283832E-004;0.000000E+000;0.000000E+000;4.738569E-006
1635000;-5.852461E-004;0.000000E+000;0.000000E+000;4.738569E-006
1650000;-6.421089E-004;0.000000E+000;0.000000E+000;4.738569E-006
1666000;-7.027626E-004;0.000000E+000;0.000000E+000;4.738569E-006
1682000;-7.634163E-004;0.000000E+000;0.000000E+000;4.738569E-006
1697000;-8.202791E-004;0.000000E+000;0.000000E+000;4.738569E-006
1712000;-8.733511E-004;0.000000E+000;0.000000E+000;4.738569E-006
1727000;-9.340048E-004;0.000000E+000;0.000000E+000;4.738569E-006
1743000;-9.946586E-004;0.000000E+000;0.000000E+000;4.738569E-006
