Timestamp;roll;phi4_rad;phi4_rad
750000;-4.443662E-003;4.391909E-001;2.140931E-001
762000;-4.413437E-003;4.391909E-001;2.140931E-001
774000;-4.421432E-003;4.391909E-001;2.140931E-001
786000;-4.447500E-003;4.391909E-001;2.140931E-001
799000;-4.468556E-003;4.391909E-001;2.140931E-001
812000;-4.470790E-003;4.391909E-001;2.140931E-001
823000;-4.485874E-003;4.391909E-001;2.140931E-001
836000;-4.505365E-003;4.391909E-001;2.140931E-001
848000;-4.527864E-003;4.391909E-001;2.140931E-001
859000;-4.535962E-003;4.391909E-001;2.140931E-001
871000;-4.558015E-003;4.391909E-001;2.140931E-001
883000;-4.562302E-003;4.391909E-001;2.140931E-001
896000;-4.553796E-003;4.391909E-001;2.140931E-001
908000;-4.538733E-003;4.391909E-001;2.140931E-001
921000;-4.525954E-003;4.391909E-001;2.140931E-001
934000;-4.540266E-003;4.391909E-001;2.140931E-001
947000;-4.554752E-003;4.391909E-001;2.140931E-001
959000;-4.567759E-003;4.391909E-001;2.140931E-001
971000;-4.562445E-003;4.391909E-001;2.140931E-001
983000;-4.571900E-003;4.391909E-001;2.140931E-001
995000;-4.562973E-003;4.391909E-001;2.140931E-001
1006000;-4.554294E-003;4.391909E-001;2.140931E-001
1019000;-4.545746E-003;4.391909E-001;2.140931E-001
1030000;-4.524347E-003;4.391909E-001;2.140931E-001
1042000;-4.481570E-003;4.391909E-001;2.140931E-001
1054000;-4.448440E-003;4.392867E-001;2.140931E-001
1066000;-4.411511E-003;4.392867E-001;2.140931E-001
1078000;-4.347825E-003;4.393826E-001;2.140931E-001
1090000;-4.280271E-003;4.394786E-001;2.140931E-001
1102000;-4.222678E-003;4.394786E-001;2.140931E-001
1115000;-4.177980E-003;4.396703E-001;2.140931E-001
1127000;-4.122645E-003;4.397662E-001;2.140931E-001
1140000;-4.019633E-003;4.399579E-001;2.140931E-001
1153000;-3.841845E-003;4.403415E-001;2.140931E-001
1166000;-3.608146E-003;4.407248E-001;2.140931E-001
1178000;-3.321055E-003;4.412043E-001;2.140931E-001
1191000;-2.928588E-003;4.415877E-001;2.140931E-001
1203000;-2.582984E-003;4.419713E-001;2.140931E-001
1215000;-2.249836E-003;4.422588E-001;2.140931E-001
1229000;-1.959161E-003;4.424505E-001;2.140931E-001
1242000;-1.736882E-003;4.426425E-001;2.140931E-001
1256000;-1.532471E-003;4.427383E-001;2.140931E-001
1269000;-1.334269E-003;4.427383E-001;2.139972E-001
1281000;-1.218725E-003;4.428341E-001;2.139972E-001
1294000;-1.169245E-003;4.428341E-001;2.139972E-001
1306000;-1.135262E-003;4.428341E-001;2.139972E-001
1318000;-1.128902E-003;4.428341E-001;2.139972E-001
1331000;-1.144225E-003;4.428341E-001;2.139972E-001
1343000;-1.166378E-003;4.428341E-001;2.139972E-001
1356000;-1.207014E-003;4.428341E-001;2.139972E-001
1368000;-1.256047E-003;4.428341E-001;2.139972E-001
1381000;-1.293317E-003;4.428341E-001;2.139972E-001
1393000;-1.314152E-003;4.428341E-001;2.139972E-001
1405000;-1.287954E-003;4.428341E-001;2.139972E-001
1417000;-1.156720E-003;4.428341E-001;2.139972E-001
1429000;-1.049218E-003;4.428341E-001;2.139972E-001
1441000;-9.829847E-004;4.428341E-001;2.139972E-001
1454000;-9.181713E-004;4.428341E-001;2.139972E-001
1467000;-8.698649E-004;4.428341E-001;2.139972E-001
1479000;-7.841259E-004;4.428341E-001;2.139972E-001
1492000;-5.837952E-004;4.428341E-001;2.139972E-001
1504000;-4.141107E-004;4.428341E-001;2.139972E-001
1517000;-3.701065E-004;4.428341E-001;2.139972E-001
1529000;-3.933458E-004;4.428341E-001;2.140931E-001
1541000;-3.796436E-004;4.428341E-001;2.140931E-001
1554000;-3.991517E-004;4.428341E-001;2.139972E-001
1566000;-5.808535E-004;4.428341E-001;2.139972E-001
1578000;-9.068596E-004;4.429300E-001;2.139972E-001
1591000;-1.324157E-003;4.429300E-001;2.139972E-001
1603000;-1.785563E-003;4.429300E-001;2.139972E-001
1615000;-2.285748E-003;4.429300E-001;2.139972E-001
1627000;-2.883858E-003;4.429300E-001;2.139014E-001
1639000;-3.560489E-003;4.429300E-001;2.139014E-001
1652000;-4.345502E-003;4.429300E-001;2.138055E-001
1664000;-5.096187E-003;4.429300E-001;2.137096E-001
1676000;-5.807560E-003;4.429300E-001;2.137096E-001
1688000;-6.475038E-003;4.430258E-001;2.137096E-001
1701000;-7.124305E-003;4.430258E-001;2.136137E-001
1714000;-7.775562E-003;4.430258E-001;2.135179E-001
1727000;-8.539705E-003;4.431217E-001;2.134220E-001
1740000;-9.342849E-003;4.431217E-001;2.132303E-001
1752000;-1.025442E-002;4.431217E-001;2.130385E-001
1764000;-1.115665E-002;4.432175E-001;2.128468E-001
1777000;-1.225726E-002;4.433136E-001;2.126550E-001
1789000;-1.345474E-002;4.433136E-001;2.123674E-001
1802000;-1.488325E-002;4.434094E-001;2.121756E-001
1814000;-1.616266E-002;4.435053E-001;2.116963E-001
1826000;-1.724086E-002;4.437928E-001;2.113128E-001
1839000;-1.852478E-002;4.441764E-001;2.107375E-001
1852000;-1.966565E-002;4.452310E-001;2.099705E-001
1864000;-2.043138E-002;4.469566E-001;2.093953E-001
1876000;-2.136918E-002;4.482989E-001;2.088200E-001
1888000;-2.262364E-002;4.506958E-001;2.079571E-001
1901000;-2.372562E-002;4.526134E-001;2.059437E-001
1913000;-2.391016E-002;4.535720E-001;2.044097E-001
1925000;-2.374592E-002;4.552019E-001;2.032592E-001
1937000;-2.428009E-002;4.567358E-001;2.016293E-001
1948000;-2.465207E-002;4.577904E-001;2.002871E-001
1960000;-2.432119E-002;4.597080E-001;1.992325E-001
1973000;-2.409039E-002;4.614341E-001;1.976984E-001
1985000;-2.354601E-002;4.633515E-001;1.955892E-001
1998000;-2.195347E-002;4.652689E-001;1.940552E-001
2011000;-1.973358E-002;4.652689E-001;1.918501E-001
2024000;-1.665891E-002;4.654608E-001;1.906037E-001
2036000;-1.388989E-002;4.657483E-001;1.902202E-001
2048000;-1.228904E-002;4.667070E-001;1.902202E-001
2060000;-1.114122E-002;4.687204E-001;1.901243E-001
2073000;-9.624766E-003;4.716926E-001;1.896449E-001
2085000;-8.014566E-003;4.741852E-001;1.888779E-001
2097000;-7.050876E-003;4.764862E-001;1.868646E-001
2109000;-6.437649E-003;4.784036E-001;1.854264E-001
2121000;-5.853188E-003;4.802253E-001;1.832213E-001
2133000;-5.815585E-003;4.811840E-001;1.813997E-001
2146000;-7.121783E-003;4.830055E-001;1.799615E-001
2158000;-9.784779E-003;4.853065E-001;1.774687E-001
2171000;-1.273085E-002;4.889503E-001;1.755513E-001
2183000;-1.576181E-002;4.930727E-001;1.724833E-001
2196000;-2.087778E-002;4.963324E-001;1.705658E-001
2209000;-2.636664E-002;4.948943E-001;1.666349E-001
2221000;-2.872009E-002;4.948943E-001;1.637586E-001
2234000;-3.043176E-002;4.948943E-001;1.621287E-001
2248000;-3.339647E-002;4.961407E-001;1.610741E-001
2261000;-3.601829E-002;4.988251E-001;1.581020E-001
2274000;-3.659380E-002;5.008385E-001;1.560886E-001
2286000;-3.570599E-002;5.040982E-001;1.534041E-001
2298000;-3.452585E-002;5.065908E-001;1.515824E-001
2311000;-3.320000E-002;5.093713E-001;1.480351E-001
2323000;-3.115899E-002;5.126314E-001;1.442960E-001
2335000;-2.896141E-002;5.151241E-001;1.418032E-001
2347000;-2.697664E-002;5.185754E-001;1.392145E-001
2361000;-2.457628E-002;5.228899E-001;1.349961E-001
2373000;-2.194898E-002;5.265331E-001;1.316404E-001
2385000;-1.907137E-002;5.289299E-001;1.288601E-001
2398000;-1.662506E-002;5.320938E-001;1.252167E-001
2410000;-1.492895E-002;5.345864E-001;1.220528E-001
2422000;-1.309951E-002;5.372713E-001;1.194643E-001
2434000;-1.113684E-002;5.401475E-001;1.161086E-001
2447000;-9.818379E-003;5.419691E-001;1.134241E-001
2459000;-9.126329E-003;5.446537E-001;1.111231E-001
2471000;-7.815492E-003;5.460918E-001;1.078634E-001
2484000;-6.344066E-003;5.487761E-001;1.063293E-001
2496000;-6.326054E-003;5.504060E-001;1.042201E-001
2509000;-7.505897E-003;5.529947E-001;1.022067E-001
2521000;-8.356126E-003;5.557749E-001;9.971392E-002
2534000;-8.664221E-003;5.581717E-001;9.741294E-002
2547000;-9.316745E-003;5.593226E-001;9.539956E-002
2559000;-1.042048E-002;5.607607E-001;9.300268E-002
2571000;-1.133163E-002;5.634453E-001;9.137279E-002
2583000;-1.108116E-002;5.650752E-001;8.820891E-002
2595000;-1.058670E-002;5.677595E-001;8.629143E-002
2609000;-1.130570E-002;5.691977E-001;8.379865E-002
2621000;-1.176872E-002;5.723615E-001;8.245641E-002
2634000;-1.126115E-002;5.744708E-001;7.948428E-002
2646000;-1.007124E-002;5.772510E-001;7.766265E-002
2658000;-9.368554E-003;5.785933E-001;7.430702E-002
2671000;-9.570098E-003;5.808942E-001;7.267714E-002
2684000;-9.741819E-003;5.830994E-001;7.008845E-002
2696000;-8.957363E-003;5.859759E-001;6.865036E-002
2709000;-8.036324E-003;5.881810E-001;6.548649E-002
2721000;-7.357906E-003;5.914407E-001;6.366485E-002
2734000;-6.713510E-003;5.929747E-001;6.021333E-002
2746000;-6.289634E-003;5.954676E-001;5.829585E-002
2758000;-5.789695E-003;5.971932E-001;5.503607E-002
2771000;-4.651468E-003;6.001654E-001;5.235159E-002
2784000;-3.212385E-003;6.022744E-001;5.024230E-002
2795000;-2.192011E-003;6.045754E-001;4.774952E-002
2808000;-1.945365E-003;6.063972E-001;4.583210E-002
2819000;-1.315533E-003;6.090820E-001;4.372281E-002
2832000;-4.868742E-004;6.111910E-001;4.151767E-002
2844000;3.761048E-004;6.139715E-001;4.007953E-002
2857000;9.581858E-004;6.163683E-001;3.758681E-002
2870000;1.611574E-003;6.197238E-001;3.595686E-002
2882000;2.177142E-003;6.210661E-001;3.394353E-002
2893000;2.176155E-003;6.233673E-001;3.231364E-002
2905000;2.097252E-003;6.250930E-001;3.097141E-002
2918000;2.072562E-003;6.270103E-001;2.886212E-002
2929000;2.009050E-003;6.293111E-001;2.723229E-002
2941000;2.715065E-003;6.307492E-001;2.541065E-002
2953000;3.033790E-003;6.328588E-001;2.310961E-002
2965000;2.738891E-003;6.342010E-001;2.205497E-002
2978000;2.450341E-003;6.361189E-001;2.128798E-002
2990000;1.871152E-003;6.386113E-001;2.032924E-002
3002000;1.627939E-003;6.403370E-001;1.889110E-002
3013000;1.658413E-003;6.427341E-001;1.822001E-002
3024000;1.368757E-003;6.437888E-001;1.783645E-002
3036000;1.156221E-004;6.454186E-001;1.774061E-002
3049000;-1.938126E-003;6.478152E-001;1.754886E-002
3061000;-3.313530E-003;6.491575E-001;1.745296E-002
3074000;-4.692891E-003;6.513624E-001;1.745296E-002
3088000;-6.207297E-003;6.530886E-001;1.735711E-002
3100000;-7.634187E-003;6.544304E-001;1.726121E-002
3113000;-9.504533E-003;6.560602E-001;1.706946E-002
3126000;-1.133570E-002;6.574988E-001;1.687771E-002
3138000;-1.265843E-002;6.591287E-001;1.678187E-002
3150000;-1.380619E-002;6.615257E-001;1.649421E-002
3161000;-1.449680E-002;6.632514E-001;1.582313E-002
3173000;-1.509886E-002;6.656480E-001;1.486433E-002
3186000;-1.587899E-002;6.675658E-001;1.419318E-002
3200000;-1.667329E-002;6.697707E-001;1.390558E-002
3213000;-1.779362E-002;6.721678E-001;1.361793E-002
3225000;-1.862248E-002;6.738935E-001;1.342618E-002
3237000;-1.957152E-002;6.758108E-001;1.323444E-002
3250000;-2.037734E-002;6.768656E-001;1.304269E-002
3262000;-2.129844E-002;6.782079E-001;1.285094E-002
3274000;-2.279690E-002;6.797419E-001;1.256335E-002
3286000;-2.462150E-002;6.807961E-001;1.208401E-002
3298000;-2.604104E-002;6.815634E-001;1.150870E-002
3311000;-2.759527E-002;6.825223E-001;1.093346E-002
3324000;-2.908297E-002;6.840563E-001;1.016647E-002
3336000;-3.006838E-002;6.851110E-001;9.399474E-003
3348000;-3.167373E-002;6.855903E-001;9.207726E-003
3360000;-3.388892E-002;6.860695E-001;9.015977E-003
3373000;-3.598250E-002;6.871243E-001;8.824229E-003
3385000;-3.766433E-002;6.888499E-001;8.632421E-003
3398000;-3.916518E-002;6.901922E-001;8.344829E-003
3411000;-4.038929E-002;6.911511E-001;8.153081E-003
3423000;-4.209244E-002;6.922054E-001;7.961333E-003
3437000;-4.529050E-002;6.949859E-001;7.865429E-003
3449000;-4.665992E-002;6.976705E-001;7.386088E-003
3461000;-4.695655E-002;6.997795E-001;6.427348E-003
3474000;-4.943477E-002;6.992044E-001;3.838718E-003
3487000;-5.427108E-002;6.993003E-001;3.551066E-003
3498000;-5.825387E-002;7.011218E-001;3.455222E-003
3510000;-5.962335E-002;7.045732E-001;2.208769E-003
3522000;-6.149096E-002;7.063951E-001;-2.201438E-003
3534000;-6.426325E-002;7.080250E-001;-1.146853E-003
3546000;-6.697656E-002;7.086964E-001;-5.365312E-003
3558000;-6.933318E-002;7.090797E-001;-6.611764E-003
3571000;-7.128152E-002;7.091756E-001;-9.871483E-003
3584000;-7.265440E-002;7.093673E-001;-1.150137E-002
3596000;-7.328475E-002;7.093673E-001;-1.313126E-002
3609000;-7.350314E-002;7.094631E-001;-1.562399E-002
3621000;-7.352613E-002;7.093673E-001;-1.667863E-002
3634000;-7.293211E-002;7.093673E-001;-1.965076E-002
3648000;-7.144193E-002;7.093673E-001;-2.003425E-002
3661000;-6.965429E-002;7.093673E-001;-2.156824E-002
3673000;-6.756637E-002;7.093673E-001;-2.377337E-002
3685000;-6.483918E-002;7.093673E-001;-2.406102E-002
3698000;-6.197869E-002;7.091756E-001;-2.492386E-002
3711000;-5.867141E-002;7.088881E-001;-2.501976E-002
3724000;-5.571816E-002;7.086005E-001;-2.501976E-002
3736000;-5.304728E-002;7.084088E-001;-2.511567E-002
3749000;-5.033036E-002;7.083130E-001;-2.501976E-002
3761000;-4.808204E-002;7.082167E-001;-2.501976E-002
3773000;-4.642741E-002;7.081208E-001;-2.492386E-002
3786000;-4.484707E-002;7.080250E-001;-2.482802E-002
3797000;-4.351209E-002;7.076416E-001;-2.482802E-002
3810000;-4.269377E-002;7.065868E-001;-2.473211E-002
3822000;-4.258751E-002;7.045732E-001;-2.473211E-002
3834000;-4.307823E-002;7.032309E-001;-2.463627E-002
3846000;-4.372206E-002;7.017932E-001;-2.463627E-002
3859000;-4.411130E-002;7.000670E-001;-2.463627E-002
3870000;-4.443562E-002;6.993003E-001;-2.454036E-002
3883000;-4.489599E-002;6.984372E-001;-2.454036E-002
3896000;-4.527356E-002;6.976705E-001;-2.454036E-002
3908000;-4.547980E-002;6.969991E-001;-2.454036E-002
3920000;-4.571792E-002;6.961365E-001;-2.444452E-002
3932000;-4.614026E-002;6.953692E-001;-2.444452E-002
3945000;-4.673211E-002;6.948900E-001;-2.396512E-002
3956000;-4.723136E-002;6.946025E-001;-2.396512E-002
3967000;-4.748939E-002;6.944108E-001;-2.377337E-002
3979000;-4.768487E-002;6.943150E-001;-2.377337E-002
3992000;-4.777125E-002;6.943150E-001;-2.377337E-002
4004000;-4.781418E-002;6.942191E-001;-2.377337E-002
4016000;-4.789769E-002;6.942191E-001;-2.367753E-002
4028000;-4.798361E-002;6.941233E-001;-2.367753E-002
4040000;-4.792829E-002;6.941233E-001;-2.367753E-002
4053000;-4.782144E-002;6.941233E-001;-2.367753E-002
4065000;-4.774253E-002;6.941233E-001;-2.367753E-002
4077000;-4.765053E-002;6.941233E-001;-2.367753E-002
4089000;-4.751452E-002;6.941233E-001;-2.367753E-002
4102000;-4.743473E-002;6.941233E-001;-2.358162E-002
4115000;-4.740238E-002;6.941233E-001;-2.358162E-002
4127000;-4.734658E-002;6.941233E-001;-2.358162E-002
4140000;-4.730090E-002;6.941233E-001;-2.358162E-002
4152000;-4.728065E-002;6.941233E-001;-2.358162E-002
4164000;-4.726524E-002;6.941233E-001;-2.358162E-002
4175000;-4.724633E-002;6.941233E-001;-2.358162E-002
4188000;-4.722841E-002;6.941233E-001;-2.358162E-002
4200000;-4.718970E-002;6.941233E-001;-2.358162E-002
4212000;-4.717908E-002;6.941233E-001;-2.348578E-002
4224000;-4.715633E-002;6.941233E-001;-2.348578E-002
4236000;-4.713727E-002;6.941233E-001;-2.348578E-002
4248000;-4.711925E-002;6.941233E-001;-2.348578E-002
4260000;-4.709962E-002;6.941233E-001;-2.348578E-002
4272000;-4.707927E-002;6.941233E-001;-2.348578E-002
4285000;-4.705356E-002;6.941233E-001;-2.348578E-002
4297000;-4.703523E-002;6.941233E-001;-2.348578E-002
4310000;-4.702416E-002;6.941233E-001;-2.348578E-002
4322000;-4.699656E-002;6.941233E-001;-2.348578E-002
4335000;-4.697496E-002;6.941233E-001;-2.338988E-002
4347000;-4.696750E-002;6.941233E-001;-2.338988E-002
4360000;-4.695809E-002;6.941233E-001;-2.338988E-002
4372000;-4.694049E-002;6.941233E-001;-2.338988E-002
4386000;-4.693476E-002;6.941233E-001;-2.338988E-002
4399000;-4.693048E-002;6.941233E-001;-2.338988E-002
4412000;-4.691610E-002;6.941233E-001;-2.338988E-002
4424000;-4.690528E-002;6.941233E-001;-2.338988E-002
4436000;-4.686972E-002;6.941233E-001;-2.338988E-002
4448000;-4.690683E-002;6.941233E-001;-2.329403E-002
4460000;-4.696824E-002;6.941233E-001;-2.329403E-002
4472000;-4.700625E-002;6.941233E-001;-2.329403E-002
4485000;-4.724662E-002;6.941233E-001;-2.319813E-002
4497000;-4.759328E-002;6.941233E-001;-2.319813E-002
4509000;-4.768694E-002;6.941233E-001;-2.319813E-002
4520000;-4.757330E-002;6.941233E-001;-2.319813E-002
4533000;-4.746997E-002;6.941233E-001;-2.319813E-002
4545000;-4.739271E-002;6.941233E-001;-2.319813E-002
4557000;-4.730601E-002;6.941233E-001;-2.319813E-002
4570000;-4.707986E-002;6.941233E-001;-2.319813E-002
4582000;-4.683657E-002;6.941233E-001;-2.319813E-002
4594000;-4.665936E-002;6.941233E-001;-2.319813E-002
4607000;-4.652741E-002;6.941233E-001;-2.319813E-002
4619000;-4.641810E-002;6.941233E-001;-2.310228E-002
4632000;-4.630439E-002;6.941233E-001;-2.310228E-002
4644000;-4.625716E-002;6.941233E-001;-2.310228E-002
4656000;-4.621562E-002;6.941233E-001;-2.310228E-002
4668000;-4.616329E-002;6.941233E-001;-2.310228E-002
4680000;-4.610568E-002;6.941233E-001;-2.300638E-002
4692000;-4.606864E-002;6.941233E-001;-2.300638E-002
4705000;-4.601381E-002;6.941233E-001;-2.300638E-002
4718000;-4.595203E-002;6.941233E-001;-2.300638E-002
4730000;-4.592976E-002;6.941233E-001;-2.291054E-002
4742000;-4.591735E-002;6.941233E-001;-2.291054E-002
4753000;-4.588083E-002;6.941233E-001;-2.291054E-002
4765000;-4.584439E-002;6.941233E-001;-2.291054E-002
4778000;-4.580342E-002;6.941233E-001;-2.291054E-002
4790000;-4.573562E-002;6.941233E-001;-2.281463E-002
4802000;-4.571421E-002;6.941233E-001;-2.281463E-002
4814000;-4.569533E-002;6.941233E-001;-2.281463E-002
4826000;-4.599946E-002;6.941233E-001;-2.271879E-002
4838000;-4.621532E-002;6.941233E-001;-2.271879E-002
4851000;-4.618413E-002;6.941233E-001;-2.271879E-002
4864000;-4.606558E-002;6.941233E-001;-2.271879E-002
4876000;-4.605793E-002;6.941233E-001;-2.271879E-002
4888000;-4.597579E-002;6.941233E-001;-2.262288E-002
4901000;-4.575608E-002;6.941233E-001;-2.262288E-002
4913000;-4.557338E-002;6.941233E-001;-2.252704E-002
4924000;-4.545265E-002;6.941233E-001;-2.243114E-002
4936000;-4.530035E-002;6.941233E-001;-2.243114E-002
4948000;-4.521350E-002;6.941233E-001;-2.223939E-002
4959000;-4.514803E-002;6.941233E-001;-2.204764E-002
4972000;-4.511955E-002;6.941233E-001;-2.166408E-002
4984000;-4.510982E-002;6.941233E-001;-2.080125E-002
4996000;-4.509052E-002;6.941233E-001;-2.003425E-002
5008000;-4.507565E-002;6.941233E-001;-1.984251E-002
5021000;-4.504091E-002;6.941233E-001;-1.974666E-002
5033000;-4.499716E-002;6.941233E-001;-1.965076E-002
5045000;-4.492898E-002;6.941233E-001;-1.965076E-002
5058000;-4.486832E-002;6.941233E-001;-1.965076E-002
5070000;-4.489563E-002;6.941233E-001;-1.955491E-002
5083000;-4.497650E-002;6.941233E-001;-1.955491E-002
5096000;-4.512335E-002;6.941233E-001;-1.955491E-002
5108000;-4.520471E-002;6.941233E-001;-1.955491E-002
5120000;-4.517170E-002;6.941233E-001;-1.955491E-002
5132000;-4.512808E-002;6.941233E-001;-1.955491E-002
5143000;-4.503760E-002;6.941233E-001;-1.955491E-002
5156000;-4.479104E-002;6.941233E-001;-1.955491E-002
5169000;-4.474686E-002;6.941233E-001;-1.955491E-002
5181000;-4.488775E-002;6.941233E-001;-1.955491E-002
5194000;-4.507792E-002;6.941233E-001;-1.955491E-002
5206000;-4.503236E-002;6.941233E-001;-1.955491E-002
5218000;-4.486923E-002;6.941233E-001;-1.955491E-002
5230000;-4.476475E-002;6.941233E-001;-1.955491E-002
5242000;-4.490443E-002;6.941233E-001;-1.955491E-002
5255000;-4.487642E-002;6.941233E-001;-1.955491E-002
5267000;-4.465737E-002;6.941233E-001;-1.955491E-002
5279000;-4.448753E-002;6.941233E-001;-1.955491E-002
5291000;-4.434120E-002;6.941233E-001;-1.955491E-002
5303000;-4.418233E-002;6.941233E-001;-1.955491E-002
5315000;-4.404083E-002;6.941233E-001;-1.955491E-002
5328000;-4.396605E-002;6.941233E-001;-1.955491E-002
5341000;-4.392235E-002;6.941233E-001;-1.955491E-002
5353000;-4.386210E-002;6.941233E-001;-1.955491E-002
5366000;-4.390251E-002;6.941233E-001;-1.955491E-002
5378000;-4.386547E-002;6.941233E-001;-1.955491E-002
5391000;-4.378287E-002;6.941233E-001;-1.955491E-002
5405000;-4.375155E-002;6.941233E-001;-1.955491E-002
5417000;-4.375719E-002;6.941233E-001;-1.955491E-002
5429000;-4.372917E-002;6.941233E-001;-1.955491E-002
5441000;-4.368041E-002;6.941233E-001;-1.955491E-002
5454000;-4.363397E-002;6.941233E-001;-1.955491E-002
5466000;-4.359585E-002;6.941233E-001;-1.955491E-002
5478000;-4.354557E-002;6.941233E-001;-1.955491E-002
5491000;-4.350072E-002;6.941233E-001;-1.955491E-002
5503000;-4.350030E-002;6.941233E-001;-1.955491E-002
5514000;-4.350111E-002;6.941233E-001;-1.955491E-002
5527000;-4.358062E-002;6.941233E-001;-1.955491E-002
5539000;-4.357141E-002;6.941233E-001;-1.955491E-002
5551000;-4.352646E-002;6.941233E-001;-1.955491E-002
5563000;-4.361423E-002;6.941233E-001;-1.955491E-002
5576000;-4.369553E-002;6.941233E-001;-1.955491E-002
5588000;-4.388294E-002;6.941233E-001;-1.955491E-002
5600000;-4.388885E-002;6.941233E-001;-1.955491E-002
5611000;-4.397016E-002;6.941233E-001;-1.955491E-002
5623000;-4.396891E-002;6.941233E-001;-1.955491E-002
5636000;-4.392753E-002;6.941233E-001;-1.955491E-002
5648000;-4.383261E-002;6.941233E-001;-1.955491E-002
5660000;-4.375075E-002;6.941233E-001;-1.955491E-002
5672000;-4.364874E-002;6.941233E-001;-1.955491E-002
5685000;-4.352469E-002;6.941233E-001;-1.955491E-002
5697000;-4.341242E-002;6.941233E-001;-1.955491E-002
5710000;-4.332553E-002;6.941233E-001;-1.955491E-002
5722000;-4.327179E-002;6.941233E-001;-1.955491E-002
5735000;-4.323995E-002;6.941233E-001;-1.955491E-002
5748000;-4.323926E-002;6.941233E-001;-1.955491E-002
5760000;-4.323874E-002;6.941233E-001;-1.955491E-002
5773000;-4.324025E-002;6.941233E-001;-1.955491E-002
5786000;-4.324403E-002;6.941233E-001;-1.955491E-002
5797000;-4.324783E-002;6.941233E-001;-1.955491E-002
5809000;-4.326414E-002;6.941233E-001;-1.955491E-002
5822000;-4.327761E-002;6.941233E-001;-1.955491E-002
5834000;-4.327976E-002;6.941233E-001;-1.955491E-002
5846000;-4.330065E-002;6.941233E-001;-1.955491E-002
5859000;-4.330286E-002;6.941233E-001;-1.955491E-002
5871000;-4.339458E-002;6.941233E-001;-1.955491E-002
5885000;-4.367160E-002;6.941233E-001;-1.955491E-002
