Timestamp;s;sd1;phi;velocity;distance
6275000;1.441241E+000;8.500551E-003;-1.553503E-001;0.000000E+000;1.257934E+000
6289000;1.441325E+000;8.025194E-003;-1.553866E-001;0.000000E+000;1.257934E+000
6303000;1.441376E+000;7.451123E-003;-1.554424E-001;0.000000E+000;1.257934E+000
6317000;1.441443E+000;7.260622E-003;-1.554796E-001;0.000000E+000;1.257934E+000
6330000;1.441494E+000;6.860365E-003;-1.555278E-001;0.000000E+000;1.257934E+000
6344000;1.441528E+000;6.117618E-003;-1.555653E-001;0.000000E+000;1.257934E+000
6358000;1.441595E+000;5.948916E-003;-1.555770E-001;0.000000E+000;1.257934E+000
6373000;1.441646E+000;5.536266E-003;-1.556056E-001;0.000000E+000;1.257934E+000
6387000;1.441663E+000;5.011710E-003;-1.556312E-001;0.000000E+000;1.257934E+000
6401000;1.441697E+000;4.666695E-003;-1.556186E-001;0.000000E+000;1.257934E+000
6415000;1.441730E+000;4.372781E-003;-1.556125E-001;0.000000E+000;1.257934E+000
6429000;1.441747E+000;3.964451E-003;-1.556254E-001;0.000000E+000;1.257934E+000
6442000;1.441747E+000;3.478889E-003;-1.556522E-001;0.000000E+000;1.257934E+000
6457000;1.441764E+000;2.987020E-003;-1.556487E-001;0.000000E+000;1.257934E+000
6470000;1.441764E+000;2.764742E-003;-1.556498E-001;0.000000E+000;1.257934E+000
